cutoff,approved,approval_rate,bad_rate,capture_rate,cum_good_exposure,cum_bad_exposure
0.0831,1523,0.2541,0.0676,0.9223,91645813.0,6511703.0
0.0831,1524,0.2543,0.0676,0.9223,91844601.0,6511703.0
0.0832,1525,0.2545,0.0675,0.9223,91851792.0,6511703.0
0.0832,1526,0.2546,0.0675,0.9223,91947114.0,6511703.0
0.0833,1527,0.2548,0.0675,0.9223,91954412.0,6511703.0
0.0833,1528,0.255,0.0674,0.9223,91958020.0,6511703.0
0.0834,1529,0.2551,0.0674,0.9223,92037083.0,6511703.0
0.0834,1530,0.2553,0.0673,0.9223,92171301.0,6511703.0
0.0834,1531,0.2555,0.0679,0.9216,92171301.0,6513601.0
0.0834,1532,0.2556,0.0679,0.9216,92176063.0,6513601.0
0.0834,1533,0.2558,0.0678,0.9216,92187449.0,6513601.0
0.0835,1534,0.256,0.0678,0.9216,92439556.0,6513601.0
0.0835,1535,0.2561,0.0678,0.9216,92447695.0,6513601.0
0.0835,1536,0.2563,0.0677,0.9216,92448307.0,6513601.0
0.0835,1537,0.2565,0.0677,0.9216,92464108.0,6513601.0
0.0835,1538,0.2566,0.0676,0.9216,92509120.0,6513601.0
0.0835,1539,0.2568,0.0676,0.9216,92616180.0,6513601.0
0.0836,1540,0.257,0.0675,0.9216,92710523.0,6513601.0
0.0836,1541,0.2571,0.0675,0.9216,92755519.0,6513601.0
0.0836,1542,0.2573,0.0674,0.9216,92798154.0,6513601.0
0.0836,1543,0.2575,0.0674,0.9216,92970665.0,6513601.0
0.0836,1544,0.2576,0.0674,0.9216,93227340.0,6513601.0
0.0836,1545,0.2578,0.0673,0.9216,93328798.0,6513601.0
0.0837,1546,0.258,0.0673,0.9216,93350728.0,6513601.0
0.0838,1547,0.2581,0.0672,0.9216,93374257.0,6513601.0
0.0838,1548,0.2583,0.0672,0.9216,93378120.0,6513601.0
0.0838,1549,0.2585,0.0671,0.9216,93380285.0,6513601.0
0.0838,1550,0.2586,0.0671,0.9216,93402942.0,6513601.0
0.0839,1551,0.2588,0.0671,0.9216,93423876.0,6513601.0
0.084,1552,0.259,0.067,0.9216,93489639.0,6513601.0
0.084,1553,0.2591,0.067,0.9216,93563133.0,6513601.0
0.084,1554,0.2593,0.0669,0.9216,93704767.0,6513601.0
0.084,1555,0.2595,0.0669,0.9216,93707131.0,6513601.0
0.0841,1556,0.2596,0.0675,0.9208,93707131.0,6519211.0
0.0841,1557,0.2598,0.0674,0.9208,93965201.0,6519211.0
0.0842,1558,0.26,0.0674,0.9208,94025302.0,6519211.0
0.0843,1559,0.2601,0.0674,0.9208,94030192.0,6519211.0
0.0844,1560,0.2603,0.0673,0.9208,94061203.0,6519211.0
0.0844,1561,0.2605,0.0673,0.9208,94068032.0,6519211.0
0.0844,1562,0.2606,0.0672,0.9208,94074937.0,6519211.0
0.0845,1563,0.2608,0.0672,0.9208,94284200.0,6519211.0
0.0845,1564,0.261,0.0671,0.9208,94312597.0,6519211.0
0.0845,1565,0.2611,0.0671,0.9208,94449153.0,6519211.0
0.0845,1566,0.2613,0.067,0.9208,94545668.0,6519211.0
0.0845,1567,0.2615,0.067,0.9208,94629351.0,6519211.0
0.0846,1568,0.2616,0.067,0.9208,94638877.0,6519211.0
0.0846,1569,0.2618,0.0669,0.9208,94643627.0,6519211.0
0.0848,1570,0.262,0.0669,0.9208,94645666.0,6519211.0
0.0849,1571,0.2621,0.0668,0.9208,94664058.0,6519211.0
0.0849,1572,0.2623,0.0668,0.9208,94672019.0,6519211.0
0.085,1573,0.2625,0.0668,0.9208,94683200.0,6519211.0
0.0851,1574,0.2626,0.0667,0.9208,94823333.0,6519211.0
0.0852,1575,0.2628,0.0667,0.9208,94833381.0,6519211.0
0.0852,1576,0.263,0.0666,0.9208,94842480.0,6519211.0
0.0852,1577,0.2631,0.0666,0.9208,94863987.0,6519211.0
0.0853,1578,0.2633,0.0665,0.9208,94895024.0,6519211.0
0.0853,1579,0.2635,0.0665,0.9208,94922912.0,6519211.0
0.0853,1580,0.2636,0.0665,0.9208,94990431.0,6519211.0
0.0853,1581,0.2638,0.0664,0.9208,94992601.0,6519211.0
0.0853,1582,0.264,0.0664,0.9208,94998601.0,6519211.0
0.0853,1583,0.2641,0.0663,0.9208,95210924.0,6519211.0
0.0854,1584,0.2643,0.0663,0.9208,95210924.0,6519211.0
0.0854,1585,0.2645,0.0662,0.9208,95213305.0,6519211.0
0.0855,1586,0.2646,0.0662,0.9208,95296379.0,6519211.0
0.0855,1587,0.2648,0.0662,0.9208,95368841.0,6519211.0
0.0855,1588,0.265,0.0661,0.9208,95566045.0,6519211.0
0.0856,1589,0.2651,0.0661,0.9208,95578635.0,6519211.0
0.0856,1590,0.2653,0.066,0.9208,95636958.0,6519211.0
0.0857,1591,0.2655,0.066,0.9208,95640040.0,6519211.0
0.0857,1592,0.2656,0.066,0.9208,95689390.0,6519211.0
0.0857,1593,0.2658,0.0659,0.9208,95876359.0,6519211.0
0.0858,1594,0.266,0.0659,0.9208,95884165.0,6519211.0
0.0858,1595,0.2661,0.0658,0.9208,95889206.0,6519211.0
0.0858,1596,0.2663,0.0658,0.9208,95894697.0,6519211.0
0.0858,1597,0.2665,0.0657,0.9208,95955834.0,6519211.0
0.0859,1598,0.2666,0.0657,0.9208,95959270.0,6519211.0
0.0859,1599,0.2668,0.0663,0.9201,95959270.0,6583110.0
0.0859,1600,0.267,0.0663,0.9201,96039644.0,6583110.0
0.0859,1601,0.2671,0.0662,0.9201,96089351.0,6583110.0
0.0861,1602,0.2673,0.0662,0.9201,96093213.0,6583110.0
0.0861,1603,0.2675,0.0667,0.9193,96093213.0,6589369.0
0.0861,1604,0.2676,0.0667,0.9193,96100101.0,6589369.0
0.0862,1605,0.2678,0.0667,0.9193,96192903.0,6589369.0
0.0862,1606,0.268,0.0666,0.9193,96283875.0,6589369.0
0.0863,1607,0.2681,0.0666,0.9193,96295946.0,6589369.0
0.0863,1608,0.2683,0.0665,0.9193,96295946.0,6589369.0
0.0863,1609,0.2685,0.0665,0.9193,96297192.0,6589369.0
0.0863,1610,0.2686,0.0665,0.9193,96348691.0,6589369.0
0.0864,1611,0.2688,0.0664,0.9193,96361084.0,6589369.0
0.0864,1612,0.269,0.0664,0.9193,96529245.0,6589369.0
0.0865,1613,0.2691,0.0663,0.9193,96549895.0,6589369.0
0.0866,1614,0.2693,0.0663,0.9193,96568557.0,6589369.0
0.0867,1615,0.2695,0.0663,0.9193,96573810.0,6589369.0
0.0867,1616,0.2696,0.0662,0.9193,96644014.0,6589369.0
0.0867,1617,0.2698,0.0662,0.9193,96704994.0,6589369.0
0.0868,1618,0.27,0.0661,0.9193,96706939.0,6589369.0
0.0868,1619,0.2701,0.0661,0.9193,96714270.0,6589369.0
0.0868,1620,0.2703,0.066,0.9193,96876321.0,6589369.0
0.0868,1621,0.2705,0.066,0.9193,96881178.0,6589369.0
0.0868,1622,0.2706,0.066,0.9193,96881178.0,6589369.0
0.0869,1623,0.2708,0.0659,0.9193,96887010.0,6589369.0
0.0869,1624,0.271,0.0659,0.9193,96970186.0,6589369.0
0.0869,1625,0.2711,0.0658,0.9193,97013693.0,6589369.0
0.0869,1626,0.2713,0.0658,0.9193,97016482.0,6589369.0
0.0869,1627,0.2715,0.0658,0.9193,97220673.0,6589369.0
0.0869,1628,0.2717,0.0657,0.9193,97251055.0,6589369.0
0.0869,1629,0.2718,0.0657,0.9193,97314613.0,6589369.0
0.087,1630,0.272,0.0656,0.9193,97619535.0,6589369.0
0.087,1631,0.2722,0.0656,0.9193,97678758.0,6589369.0
0.0871,1632,0.2723,0.0656,0.9193,97773415.0,6589369.0
0.0871,1633,0.2725,0.0655,0.9193,97796269.0,6589369.0
0.0871,1634,0.2727,0.0655,0.9193,97805141.0,6589369.0
0.0871,1635,0.2728,0.0654,0.9193,97814937.0,6589369.0
0.0872,1636,0.273,0.066,0.9186,97814937.0,6591058.0
0.0872,1637,0.2732,0.0666,0.9178,97814937.0,6606058.0
0.0872,1638,0.2733,0.0672,0.917,97814937.0,6612514.0
0.0872,1639,0.2735,0.0671,0.917,97866801.0,6612514.0
0.0872,1640,0.2737,0.0671,0.917,97874249.0,6612514.0
0.0872,1641,0.2738,0.067,0.917,97912573.0,6612514.0
0.0873,1642,0.274,0.067,0.917,98040851.0,6612514.0
0.0873,1643,0.2742,0.067,0.917,98042264.0,6612514.0
0.0874,1644,0.2743,0.0669,0.917,98134438.0,6612514.0
0.0874,1645,0.2745,0.0669,0.917,98204205.0,6612514.0
0.0874,1646,0.2747,0.0674,0.9163,98204205.0,6703113.0
0.0875,1647,0.2748,0.0674,0.9163,98266505.0,6703113.0
0.0875,1648,0.275,0.0674,0.9163,98268705.0,6703113.0
0.0875,1649,0.2752,0.0673,0.9163,98313560.0,6703113.0
0.0876,1650,0.2753,0.0673,0.9163,98392122.0,6703113.0
0.0876,1651,0.2755,0.0678,0.9155,98392122.0,6878466.0
0.0877,1652,0.2757,0.0678,0.9155,98430609.0,6878466.0
0.0877,1653,0.2758,0.0678,0.9155,98437227.0,6878466.0
0.0878,1654,0.276,0.0677,0.9155,98671674.0,6878466.0
0.0878,1655,0.2762,0.0677,0.9155,98673565.0,6878466.0
0.0878,1656,0.2763,0.0676,0.9155,98820226.0,6878466.0
0.0878,1657,0.2765,0.0682,0.9148,98820226.0,6884601.0
0.0879,1658,0.2767,0.0682,0.9148,98822041.0,6884601.0
0.0879,1659,0.2768,0.0681,0.9148,98920262.0,6884601.0
0.0879,1660,0.277,0.0681,0.9148,98953320.0,6884601.0
0.0879,1661,0.2772,0.068,0.9148,99004853.0,6884601.0
0.0879,1662,0.2773,0.068,0.9148,99009373.0,6884601.0
0.088,1663,0.2775,0.0679,0.9148,99187006.0,6884601.0
0.088,1664,0.2777,0.0679,0.9148,99199278.0,6884601.0
0.0882,1665,0.2778,0.0679,0.9148,99371046.0,6884601.0
0.0882,1666,0.278,0.0678,0.9148,99484171.0,6884601.0
0.0882,1667,0.2782,0.0678,0.9148,99734646.0,6884601.0
0.0882,1668,0.2783,0.0677,0.9148,99937781.0,6884601.0
0.0883,1669,0.2785,0.0677,0.9148,99960360.0,6884601.0
0.0883,1670,0.2787,0.0677,0.9148,100000972.0,6884601.0
0.0883,1671,0.2788,0.0676,0.9148,100086794.0,6884601.0
0.0884,1672,0.279,0.0676,0.9148,100218864.0,6884601.0
0.0884,1673,0.2792,0.0675,0.9148,100383688.0,6884601.0
0.0884,1674,0.2793,0.0675,0.9148,100535651.0,6884601.0
0.0884,1675,0.2795,0.0675,0.9148,100552382.0,6884601.0
0.0884,1676,0.2797,0.0674,0.9148,100571820.0,6884601.0
0.0886,1677,0.2798,0.0674,0.9148,100589441.0,6884601.0
0.0886,1678,0.28,0.0673,0.9148,100695837.0,6884601.0
0.0886,1679,0.2802,0.0673,0.9148,100701256.0,6884601.0
0.0887,1680,0.2803,0.0673,0.9148,100743581.0,6884601.0
0.0887,1681,0.2805,0.0672,0.9148,100788580.0,6884601.0
0.0888,1682,0.2807,0.0672,0.9148,100797835.0,6884601.0
0.089,1683,0.2808,0.0671,0.9148,100798405.0,6884601.0
0.089,1684,0.281,0.0677,0.914,100798405.0,6946055.0
0.089,1685,0.2812,0.0677,0.914,100925949.0,6946055.0
0.0891,1686,0.2813,0.0676,0.914,100963191.0,6946055.0
0.0891,1687,0.2815,0.0676,0.914,100987782.0,6946055.0
0.0892,1688,0.2817,0.0675,0.914,100995327.0,6946055.0
0.0892,1689,0.2818,0.0681,0.9133,100995327.0,6957113.0
0.0893,1690,0.282,0.068,0.9133,101129495.0,6957113.0
0.0893,1691,0.2822,0.068,0.9133,101146491.0,6957113.0
0.0893,1692,0.2823,0.068,0.9133,101151686.0,6957113.0
0.0894,1693,0.2825,0.0679,0.9133,101244452.0,6957113.0
0.0895,1694,0.2827,0.0679,0.9133,101346810.0,6957113.0
0.0895,1695,0.2828,0.0678,0.9133,101349786.0,6957113.0
0.0896,1696,0.283,0.0678,0.9133,101408378.0,6957113.0
0.0897,1697,0.2832,0.0678,0.9133,101443779.0,6957113.0
0.0898,1698,0.2833,0.0683,0.9125,101443779.0,7069135.0
0.0899,1699,0.2835,0.0683,0.9125,101541785.0,7069135.0
0.0899,1700,0.2837,0.0682,0.9125,101581624.0,7069135.0
0.0899,1701,0.2838,0.0682,0.9125,101583808.0,7069135.0
0.0901,1702,0.284,0.0687,0.9118,101583808.0,7093917.0
0.0901,1703,0.2842,0.0687,0.9118,101623827.0,7093917.0
0.0901,1704,0.2843,0.0687,0.9118,101737195.0,7093917.0
0.0903,1705,0.2845,0.0686,0.9118,101762278.0,7093917.0
0.0903,1706,0.2847,0.0686,0.9118,101845328.0,7093917.0
0.0903,1707,0.2848,0.0685,0.9118,101858630.0,7093917.0
0.0903,1708,0.285,0.0685,0.9118,101908412.0,7093917.0
0.0903,1709,0.2852,0.0685,0.9118,101954634.0,7093917.0
0.0904,1710,0.2853,0.0684,0.9118,101958595.0,7093917.0
0.0905,1711,0.2855,0.0684,0.9118,101980449.0,7093917.0
0.0905,1712,0.2857,0.0683,0.9118,101988855.0,7093917.0
0.0905,1713,0.2858,0.0683,0.9118,102068497.0,7093917.0
0.0905,1714,0.286,0.0683,0.9118,102099639.0,7093917.0
0.0906,1715,0.2862,0.0682,0.9118,102110454.0,7093917.0
0.0906,1716,0.2863,0.0682,0.9118,102135793.0,7093917.0
0.0906,1717,0.2865,0.0681,0.9118,102139601.0,7093917.0
0.0906,1718,0.2867,0.0687,0.911,102139601.0,7094373.0
0.0907,1719,0.2868,0.0686,0.911,102144001.0,7094373.0
0.0908,1720,0.287,0.0686,0.911,102164996.0,7094373.0
0.0909,1721,0.2872,0.0686,0.911,102176395.0,7094373.0
0.091,1722,0.2873,0.0685,0.911,102178194.0,7094373.0
0.091,1723,0.2875,0.0685,0.911,102196433.0,7094373.0
0.0911,1724,0.2877,0.0684,0.911,102355784.0,7094373.0
0.0911,1725,0.2878,0.0684,0.911,102542854.0,7094373.0
0.0911,1726,0.288,0.0684,0.911,102567494.0,7094373.0
0.0912,1727,0.2882,0.0683,0.911,102581994.0,7094373.0
0.0913,1728,0.2883,0.0683,0.911,102786138.0,7094373.0
0.0913,1729,0.2885,0.0682,0.911,102799205.0,7094373.0
0.0913,1730,0.2887,0.0682,0.911,102799878.0,7094373.0
0.0913,1731,0.2888,0.0682,0.911,102873350.0,7094373.0
0.0914,1732,0.289,0.0681,0.911,102880915.0,7094373.0
0.0915,1733,0.2892,0.0681,0.911,102944509.0,7094373.0
0.0915,1734,0.2893,0.0681,0.911,102949853.0,7094373.0
0.0916,1735,0.2895,0.068,0.911,103013673.0,7094373.0
0.0916,1736,0.2897,0.068,0.911,103079473.0,7094373.0
0.0916,1737,0.2898,0.0679,0.911,103133057.0,7094373.0
0.0917,1738,0.29,0.0679,0.911,103149869.0,7094373.0
0.0917,1739,0.2902,0.0679,0.911,103150816.0,7094373.0
0.0917,1740,0.2903,0.0678,0.911,103251720.0,7094373.0
0.0918,1741,0.2905,0.0678,0.911,103253600.0,7094373.0
0.0918,1742,0.2907,0.0677,0.911,103279950.0,7094373.0
0.0918,1743,0.2908,0.0677,0.911,103281639.0,7094373.0
0.0918,1744,0.291,0.0682,0.9103,103281639.0,7094373.0
0.0919,1745,0.2912,0.0682,0.9103,103310045.0,7094373.0
0.0919,1746,0.2913,0.0682,0.9103,103325641.0,7094373.0
0.092,1747,0.2915,0.0681,0.9103,103445429.0,7094373.0
0.092,1748,0.2917,0.0681,0.9103,103614960.0,7094373.0
0.092,1749,0.2918,0.068,0.9103,103636449.0,7094373.0
0.0921,1750,0.292,0.068,0.9103,103760531.0,7094373.0
0.0921,1751,0.2922,0.068,0.9103,103795111.0,7094373.0
0.0921,1752,0.2923,0.0679,0.9103,103799036.0,7094373.0
0.0922,1753,0.2925,0.0679,0.9103,103873048.0,7094373.0
0.0922,1754,0.2927,0.0678,0.9103,103971992.0,7094373.0
0.0922,1755,0.2928,0.0678,0.9103,103980060.0,7094373.0
0.0922,1756,0.293,0.0678,0.9103,104205674.0,7094373.0
0.0923,1757,0.2932,0.0677,0.9103,104309688.0,7094373.0
0.0923,1758,0.2933,0.0677,0.9103,104318902.0,7094373.0
0.0924,1759,0.2935,0.0677,0.9103,104388768.0,7094373.0
0.0925,1760,0.2937,0.0676,0.9103,104389546.0,7094373.0
0.0926,1761,0.2938,0.0676,0.9103,104391854.0,7094373.0
0.0926,1762,0.294,0.0675,0.9103,104410874.0,7094373.0
0.0927,1763,0.2942,0.0675,0.9103,104411206.0,7094373.0
0.0927,1764,0.2943,0.0675,0.9103,104455185.0,7094373.0
0.0927,1765,0.2945,0.0674,0.9103,104462285.0,7094373.0
0.0928,1766,0.2947,0.0674,0.9103,104464704.0,7094373.0
0.0928,1767,0.2948,0.0679,0.9095,104464704.0,7108406.0
0.0929,1768,0.295,0.0679,0.9095,104477270.0,7108406.0
0.0929,1769,0.2952,0.0678,0.9095,104483153.0,7108406.0
0.093,1770,0.2953,0.0678,0.9095,104507975.0,7108406.0
0.093,1771,0.2955,0.0683,0.9087,104507975.0,7156670.0
0.0931,1772,0.2957,0.0683,0.9087,104686886.0,7156670.0
0.0931,1773,0.2958,0.0682,0.9087,104820731.0,7156670.0
0.0931,1774,0.296,0.0688,0.908,104820731.0,7226430.0
0.0932,1775,0.2962,0.0687,0.908,104984149.0,7226430.0
0.0933,1776,0.2963,0.0687,0.908,104988105.0,7226430.0
0.0933,1777,0.2965,0.0687,0.908,105170529.0,7226430.0
0.0933,1778,0.2967,0.0686,0.908,105241069.0,7226430.0
0.0933,1779,0.2968,0.0686,0.908,105242110.0,7226430.0
0.0934,1780,0.297,0.0685,0.908,105251695.0,7226430.0
0.0935,1781,0.2972,0.0685,0.908,105274199.0,7226430.0
0.0935,1782,0.2973,0.0685,0.908,105279941.0,7226430.0
0.0935,1783,0.2975,0.0684,0.908,105573422.0,7226430.0
0.0935,1784,0.2977,0.0684,0.908,105575285.0,7226430.0
0.0935,1785,0.2978,0.0683,0.908,105593180.0,7226430.0
0.0936,1786,0.298,0.0683,0.908,105667560.0,7226430.0
0.0937,1787,0.2982,0.0683,0.908,105712684.0,7226430.0
0.0938,1788,0.2983,0.0682,0.908,105718563.0,7226430.0
0.0938,1789,0.2985,0.0682,0.908,105741942.0,7226430.0
0.0939,1790,0.2987,0.0682,0.908,105859647.0,7226430.0
0.0939,1791,0.2988,0.0681,0.908,105872217.0,7226430.0
0.0939,1792,0.299,0.0681,0.908,105896187.0,7226430.0
0.094,1793,0.2992,0.068,0.908,105998274.0,7226430.0
0.0941,1794,0.2993,0.068,0.908,106104110.0,7226430.0
0.0941,1795,0.2995,0.068,0.908,106104110.0,7226430.0
0.0942,1796,0.2997,0.0685,0.9072,106104110.0,7313908.0
0.0942,1797,0.2998,0.0684,0.9072,106107893.0,7313908.0
0.0942,1798,0.3,0.0684,0.9072,106108608.0,7313908.0
0.0943,1799,0.3002,0.0684,0.9072,106224922.0,7313908.0
0.0943,1800,0.3004,0.0683,0.9072,106249125.0,7313908.0
0.0944,1801,0.3005,0.0683,0.9072,106251604.0,7313908.0
0.0944,1802,0.3007,0.0683,0.9072,106267664.0,7313908.0
0.0944,1803,0.3009,0.0682,0.9072,106620394.0,7313908.0
0.0944,1804,0.301,0.0682,0.9072,106632657.0,7313908.0
0.0944,1805,0.3012,0.0681,0.9072,106632657.0,7313908.0
0.0946,1806,0.3014,0.0681,0.9072,106650619.0,7313908.0
0.0946,1807,0.3015,0.0681,0.9072,106650817.0,7313908.0
0.0947,1808,0.3017,0.068,0.9072,106670005.0,7313908.0
0.0947,1809,0.3019,0.068,0.9072,106724362.0,7313908.0
0.0948,1810,0.302,0.068,0.9072,106730933.0,7313908.0
0.0948,1811,0.3022,0.0679,0.9072,106904855.0,7313908.0
0.0948,1812,0.3024,0.0679,0.9072,106997661.0,7313908.0
0.0948,1813,0.3025,0.0678,0.9072,107053449.0,7313908.0
0.0948,1814,0.3027,0.0684,0.9065,107053449.0,7811014.0
0.0949,1815,0.3029,0.0683,0.9065,107057902.0,7811014.0
0.0949,1816,0.303,0.0683,0.9065,107442052.0,7811014.0
0.095,1817,0.3032,0.0682,0.9065,107442052.0,7811014.0
0.0951,1818,0.3034,0.0682,0.9065,107518358.0,7811014.0
0.0951,1819,0.3035,0.0682,0.9065,107522389.0,7811014.0
0.0951,1820,0.3037,0.0681,0.9065,107531806.0,7811014.0
0.0951,1821,0.3039,0.0681,0.9065,107560234.0,7811014.0
0.0951,1822,0.304,0.0681,0.9065,107577125.0,7811014.0
0.0952,1823,0.3042,0.0686,0.9057,107577125.0,7814402.0
0.0952,1824,0.3044,0.0685,0.9057,107604445.0,7814402.0
0.0952,1825,0.3045,0.0685,0.9057,107739765.0,7814402.0
0.0952,1826,0.3047,0.0685,0.9057,107877019.0,7814402.0
0.0952,1827,0.3049,0.0684,0.9057,107881715.0,7814402.0
0.0952,1828,0.305,0.0684,0.9057,107907521.0,7814402.0
0.0953,1829,0.3052,0.0689,0.905,107907521.0,7814402.0
0.0954,1830,0.3054,0.0689,0.905,108002847.0,7814402.0
0.0954,1831,0.3055,0.0688,0.905,108749661.0,7814402.0
0.0954,1832,0.3057,0.0688,0.905,108813116.0,7814402.0
0.0954,1833,0.3059,0.0687,0.905,108834757.0,7814402.0
0.0955,1834,0.306,0.0687,0.905,108838647.0,7814402.0
0.0955,1835,0.3062,0.0687,0.905,108838647.0,7814402.0
0.0955,1836,0.3064,0.0686,0.905,108950554.0,7814402.0
0.0955,1837,0.3065,0.0686,0.905,108961222.0,7814402.0
0.0955,1838,0.3067,0.0686,0.905,108963043.0,7814402.0
0.0956,1839,0.3069,0.0685,0.905,109014673.0,7814402.0
0.0956,1840,0.307,0.0685,0.905,109253412.0,7814402.0
0.0956,1841,0.3072,0.0684,0.905,109336021.0,7814402.0
0.0957,1842,0.3074,0.0689,0.9042,109336021.0,7815362.0
0.0958,1843,0.3075,0.0689,0.9042,109366446.0,7815362.0
0.0958,1844,0.3077,0.0689,0.9042,109382536.0,7815362.0
0.0958,1845,0.3079,0.0688,0.9042,109382805.0,7815362.0
0.0958,1846,0.308,0.0688,0.9042,109412680.0,7815362.0
0.0959,1847,0.3082,0.0688,0.9042,109439346.0,7815362.0
0.096,1848,0.3084,0.0687,0.9042,109527489.0,7815362.0
0.096,1849,0.3085,0.0687,0.9042,109669019.0,7815362.0
0.0961,1850,0.3087,0.0686,0.9042,109676644.0,7815362.0
0.0961,1851,0.3089,0.0686,0.9042,109771230.0,7815362.0
0.0961,1852,0.309,0.0686,0.9042,109774483.0,7815362.0
0.0962,1853,0.3092,0.0685,0.9042,109788200.0,7815362.0
0.0962,1854,0.3094,0.0685,0.9042,109793642.0,7815362.0
0.0963,1855,0.3095,0.0685,0.9042,109860732.0,7815362.0
0.0963,1856,0.3097,0.0684,0.9042,109864553.0,7815362.0
0.0964,1857,0.3099,0.0684,0.9042,109867060.0,7815362.0
0.0965,1858,0.31,0.0684,0.9042,109867060.0,7815362.0
0.0966,1859,0.3102,0.0689,0.9035,109867060.0,8025169.0
0.0966,1860,0.3104,0.0688,0.9035,109872683.0,8025169.0
0.0967,1861,0.3105,0.0688,0.9035,109918862.0,8025169.0
0.0968,1862,0.3107,0.0687,0.9035,109918862.0,8025169.0
0.0968,1863,0.3109,0.0687,0.9035,110020458.0,8025169.0
0.0969,1864,0.311,0.0687,0.9035,110038682.0,8025169.0
0.0969,1865,0.3112,0.0686,0.9035,110086549.0,8025169.0
0.0969,1866,0.3114,0.0686,0.9035,110127359.0,8025169.0
0.097,1867,0.3115,0.0686,0.9035,110127359.0,8025169.0
0.097,1868,0.3117,0.0685,0.9035,110223868.0,8025169.0
0.097,1869,0.3119,0.0685,0.9035,110622967.0,8025169.0
0.0971,1870,0.312,0.0684,0.9035,110637858.0,8025169.0
0.0971,1871,0.3122,0.0684,0.9035,110638638.0,8025169.0
0.0971,1872,0.3124,0.0684,0.9035,110646613.0,8025169.0
0.0971,1873,0.3125,0.0683,0.9035,110676610.0,8025169.0
0.0971,1874,0.3127,0.0683,0.9035,110693211.0,8025169.0
0.0972,1875,0.3129,0.0688,0.9027,110693211.0,8167298.0
0.0972,1876,0.313,0.0688,0.9027,110716496.0,8167298.0
0.0973,1877,0.3132,0.0687,0.9027,110718658.0,8167298.0
0.0973,1878,0.3134,0.0687,0.9027,110719441.0,8167298.0
0.0975,1879,0.3135,0.0687,0.9027,110848036.0,8167298.0
0.0975,1880,0.3137,0.0686,0.9027,110859806.0,8167298.0
0.0977,1881,0.3139,0.0686,0.9027,110954462.0,8167298.0
0.0977,1882,0.314,0.0685,0.9027,110954928.0,8167298.0
0.0978,1883,0.3142,0.0685,0.9027,111078388.0,8167298.0
0.0978,1884,0.3144,0.0685,0.9027,111103416.0,8167298.0
0.0978,1885,0.3145,0.0684,0.9027,111118554.0,8167298.0
0.0978,1886,0.3147,0.0689,0.902,111118554.0,8429816.0
0.0979,1887,0.3149,0.0689,0.902,111203897.0,8429816.0
0.0979,1888,0.315,0.0689,0.902,111216560.0,8429816.0
0.098,1889,0.3152,0.0688,0.902,111220377.0,8429816.0
0.0981,1890,0.3154,0.0688,0.902,111242047.0,8429816.0
0.0981,1891,0.3155,0.0687,0.902,111258908.0,8429816.0
0.0982,1892,0.3157,0.0692,0.9012,111258908.0,8436503.0
0.0983,1893,0.3159,0.0692,0.9012,111274908.0,8436503.0
0.0983,1894,0.316,0.0692,0.9012,111276448.0,8436503.0
0.0983,1895,0.3162,0.0691,0.9012,111445711.0,8436503.0
0.0983,1896,0.3164,0.0691,0.9012,111447919.0,8436503.0
0.0985,1897,0.3165,0.0691,0.9012,111664089.0,8436503.0
0.0985,1898,0.3167,0.069,0.9012,111664272.0,8436503.0
0.0985,1899,0.3169,0.069,0.9012,111670086.0,8436503.0
0.0985,1900,0.317,0.0689,0.9012,111677322.0,8436503.0
0.0986,1901,0.3172,0.0689,0.9012,111823546.0,8436503.0
0.0987,1902,0.3174,0.0689,0.9012,111888732.0,8436503.0
0.0987,1903,0.3175,0.0688,0.9012,111950675.0,8436503.0
0.0987,1904,0.3177,0.0688,0.9012,111952580.0,8436503.0
0.0988,1905,0.3179,0.0688,0.9012,111956244.0,8436503.0
0.0988,1906,0.318,0.0693,0.9005,111956244.0,8452962.0
0.0988,1907,0.3182,0.0692,0.9005,111976840.0,8452962.0
0.0988,1908,0.3184,0.0692,0.9005,111995795.0,8452962.0
0.0989,1909,0.3185,0.0691,0.9005,111997469.0,8452962.0
0.0989,1910,0.3187,0.0696,0.8997,111997469.0,8692677.0
0.099,1911,0.3189,0.0696,0.8997,112116316.0,8692677.0
0.099,1912,0.319,0.0696,0.8997,112146105.0,8692677.0
0.099,1913,0.3192,0.0695,0.8997,112150644.0,8692677.0
0.099,1914,0.3194,0.0695,0.8997,112155654.0,8692677.0
0.099,1915,0.3195,0.07,0.8989,112155654.0,8695232.0
0.0991,1916,0.3197,0.0699,0.8989,112265118.0,8695232.0
0.0991,1917,0.3199,0.0699,0.8989,112441971.0,8695232.0
0.0993,1918,0.32,0.0699,0.8989,112647909.0,8695232.0
0.0993,1919,0.3202,0.0698,0.8989,112649092.0,8695232.0
0.0994,1920,0.3204,0.0698,0.8989,112652419.0,8695232.0
0.0994,1921,0.3205,0.0698,0.8989,112724604.0,8695232.0
0.0994,1922,0.3207,0.0697,0.8989,112949456.0,8695232.0
0.0994,1923,0.3209,0.0697,0.8989,112954967.0,8695232.0
0.0994,1924,0.321,0.0702,0.8982,112954967.0,8969790.0
0.0994,1925,0.3212,0.0701,0.8982,113038812.0,8969790.0
0.0995,1926,0.3214,0.0701,0.8982,113082395.0,8969790.0
