p,y,exposure,pay_1,limit_bal,util_1,decile,risk_band,predicted_loss
0.079658,0,103135,0,110000,0.9376,3,5-10%,8215.52783
0.079759,0,55070,0,80000,0.6884,3,5-10%,4392.32813
0.07978,1,43045,0,80000,0.5381,3,5-10%,3434.1301000000003
0.079795,0,143121,0,300000,0.4771,3,5-10%,11420.340195
0.079807,0,0,1,190000,-0.023,3,5-10%,0.0
0.079814,0,172064,0,180000,0.9559,3,5-10%,13733.116096
0.079839,0,45465,0,420000,0.1082,3,5-10%,3629.880135
0.079964,0,9797,0,360000,0.0272,3,5-10%,783.407308
0.080091,0,80324,0,120000,0.6694,3,5-10%,6433.2294839999995
0.080111,0,61799,0,90000,0.6867,3,5-10%,4950.779689
0.080117,0,23900,0,360000,0.0664,3,5-10%,1914.7962999999997
0.080179,0,66982,0,80000,0.8373,3,5-10%,5370.549778
0.080209,0,80299,0,150000,0.5353,3,5-10%,6440.702491
0.080241,0,4966,-2,150000,0.0331,3,5-10%,398.476806
0.080293,0,12018,0,70000,0.1717,3,5-10%,964.961274
0.080306,0,51183,0,100000,0.5118,3,5-10%,4110.301998
0.080313,0,1126,-2,310000,0.0036,3,5-10%,90.43243799999999
0.080403,0,4037,-1,200000,0.0202,3,5-10%,324.586911
0.080411,0,5315,-1,160000,0.0332,3,5-10%,427.384465
0.080452,0,40271,0,70000,0.5753,3,5-10%,3239.8824919999997
0.080465,0,3027,-2,330000,0.0092,3,5-10%,243.56755499999997
0.08052,1,103876,0,200000,0.5194,3,5-10%,8364.095519999999
0.080533,1,991,-1,210000,0.0047,3,5-10%,79.80820299999999
0.08055,0,98250,0,140000,0.7018,3,5-10%,7914.037499999999
0.080555,0,44966,0,120000,0.3747,3,5-10%,3622.2361300000002
0.080646,0,52440,0,70000,0.7491,3,5-10%,4229.076239999999
0.080648,0,250264,0,370000,0.6764,3,5-10%,20183.291072
0.080653,0,27491,0,120000,0.2291,3,5-10%,2217.231623
0.080658,1,2647,-2,310000,0.0085,3,5-10%,213.501726
0.08068,0,50,-2,150000,0.0003,3,5-10%,4.034
0.080757,1,1412,-2,210000,0.0067,3,5-10%,114.02888399999999
0.080789,0,4290,-1,490000,0.0088,3,5-10%,346.58481
0.080842,1,58165,0,140000,0.4155,3,5-10%,4702.17493
0.080853,0,213457,0,230000,0.9281,3,5-10%,17258.638821
0.080868,1,32647,0,500000,0.0653,3,5-10%,2640.097596
0.080951,1,173677,0,240000,0.7237,3,5-10%,14059.326826999999
0.080988,0,168376,0,240000,0.7016,3,5-10%,13636.435488000001
0.081007,0,31236,0,200000,0.1562,3,5-10%,2530.334652
0.081016,0,15663,0,210000,0.0746,3,5-10%,1268.953608
0.081023,0,16317,-1,250000,0.0653,3,5-10%,1322.052291
0.081029,1,1019,-1,80000,0.0127,3,5-10%,82.568551
0.08109,0,2184,-2,350000,0.0062,3,5-10%,177.10056
0.081129,0,83914,0,110000,0.7629,3,5-10%,6807.858906
0.081132,0,101503,0,100000,1.015,3,5-10%,8235.141395999999
0.081143,0,235635,0,280000,0.8416,3,5-10%,19120.130805
0.081147,0,70202,0,100000,0.702,3,5-10%,5696.681694
0.081178,1,4823,-1,60000,0.0804,3,5-10%,391.521494
0.081192,1,181178,0,400000,0.4529,3,5-10%,14710.204176
0.081229,1,99209,0,110000,0.9019,3,5-10%,8058.6478609999995
0.081262,0,30631,0,300000,0.1021,3,5-10%,2489.136322
0.081303,0,29344,0,130000,0.2257,3,5-10%,2385.755232
0.08132,0,153900,0,200000,0.7695,3,5-10%,12515.148000000001
0.081342,0,79938,0,90000,0.8882,3,5-10%,6502.316796
0.081358,0,4430,-1,200000,0.0222,3,5-10%,360.41594
0.081452,0,11862,-2,60000,0.1977,3,5-10%,966.183624
0.081461,0,21777,0,70000,0.3111,3,5-10%,1773.9761970000002
0.081476,0,18131,0,90000,0.2015,3,5-10%,1477.2413560000002
0.081568,0,100165,0,150000,0.6678,3,5-10%,8170.25872
0.081587,0,2309,-1,210000,0.011,3,5-10%,188.384383
0.081683,0,28120,0,90000,0.3124,3,5-10%,2296.92596
0.081688,0,129371,0,140000,0.9241,3,5-10%,10568.058248
0.081693,0,54475,0,80000,0.6809,3,5-10%,4450.226175
0.081708,0,18482,-1,230000,0.0804,3,5-10%,1510.127256
0.081777,0,6656,0,360000,0.0185,3,5-10%,544.307712
0.081808,0,862,-1,210000,0.0041,3,5-10%,70.518496
0.081846,0,229398,0,260000,0.8823,3,5-10%,18775.308708
0.081862,0,866,-1,60000,0.0144,3,5-10%,70.892492
0.081989,1,239206,0,260000,0.92,3,5-10%,19612.260734000003
0.082113,1,2000,-2,160000,0.0125,3,5-10%,164.226
0.082128,0,11418,-1,200000,0.0571,3,5-10%,937.7375040000001
0.082186,0,11684,-1,50000,0.2337,3,5-10%,960.261224
0.082236,0,156526,0,170000,0.9207,3,5-10%,12872.072136
0.082276,1,114466,0,130000,0.8805,3,5-10%,9417.804616
0.082299,0,157921,0,160000,0.987,3,5-10%,12996.740378999999
0.082335,0,269832,0,310000,0.8704,3,5-10%,22216.617720000002
0.082339,0,38386,0,220000,0.1745,3,5-10%,3160.6648539999997
0.082392,0,6626,-2,200000,0.0331,3,5-10%,545.929392
0.082487,0,161766,0,240000,0.674,3,5-10%,13343.592042
0.082504,0,129289,0,140000,0.9235,3,5-10%,10666.859655999999
0.082675,0,34672,0,90000,0.3852,3,5-10%,2866.5076
0.082711,0,10339,-1,500000,0.0207,3,5-10%,855.149029
0.082718,0,9923,0,50000,0.1985,3,5-10%,820.810714
0.082726,0,36847,0,80000,0.4606,3,5-10%,3048.204922
0.082733,0,56754,0,90000,0.6306,3,5-10%,4695.428682
0.082781,0,41923,0,240000,0.1747,3,5-10%,3470.427863
0.082841,0,114997,0,150000,0.7666,3,5-10%,9526.466477
0.082916,1,33319,0,80000,0.4165,3,5-10%,2762.6782040000003
0.082922,0,8985,-1,200000,0.0449,3,5-10%,745.05417
0.08298,0,6113,-1,160000,0.0382,3,5-10%,507.25674
0.082989,1,22381,0,80000,0.2798,3,5-10%,1857.3768089999999
0.083058,0,7426,0,260000,0.0286,3,5-10%,616.788708
0.083072,0,198788,0,260000,0.7646,3,5-10%,16513.716736
0.08309,0,7191,0,400000,0.018,3,5-10%,597.50019
0.083161,0,95322,0,150000,0.6355,3,5-10%,7927.072842
0.083181,0,7298,0,200000,0.0365,3,5-10%,607.054938
0.083317,0,3608,0,20000,0.1804,3,5-10%,300.607736
0.083329,0,79063,0,90000,0.8785,3,5-10%,6588.240727
0.083366,0,134218,0,150000,0.8948,3,5-10%,11189.217788
0.083377,1,1898,-2,300000,0.0063,3,5-10%,158.249546
0.08338,0,4762,-1,80000,0.0595,3,5-10%,397.05555999999996
0.083389,0,11386,-1,180000,0.0633,3,5-10%,949.467154
0.083416,0,252107,0,260000,0.9696,3,5-10%,21029.757512
0.083454,0,8139,0,150000,0.0543,3,5-10%,679.232106
0.083482,0,612,-2,220000,0.0028,3,5-10%,51.090984
0.08351,0,15801,0,280000,0.0564,3,5-10%,1319.54151
0.083511,0,45012,0,110000,0.4092,3,5-10%,3758.997132
0.083521,0,107060,0,140000,0.7647,3,5-10%,8941.75826
0.083532,0,94343,0,210000,0.4493,3,5-10%,7880.659476
0.083551,0,44996,0,240000,0.1875,3,5-10%,3759.460796
0.083558,0,42635,0,80000,0.5329,3,5-10%,3562.4953299999997
0.083579,0,172511,0,180000,0.9584,3,5-10%,14418.296869
0.083608,0,256675,-1,280000,0.9167,3,5-10%,21460.0834
0.083627,0,101458,0,140000,0.7247,3,5-10%,8484.628166
0.083645,0,21930,0,400000,0.0548,3,5-10%,1834.33485
0.083674,0,23529,0,50000,0.4706,3,5-10%,1968.7655459999999
0.08375,0,3863,-1,300000,0.0129,3,5-10%,323.52625
0.083764,0,2165,-1,60000,0.0361,3,5-10%,181.34906
0.083769,0,22657,0,80000,0.2832,3,5-10%,1897.954233
0.083786,0,20934,0,150000,0.1396,3,5-10%,1753.976124
0.083914,0,65763,0,70000,0.9395,3,5-10%,5518.436382
0.083967,0,73494,0,200000,0.3675,3,5-10%,6171.070698
0.083974,0,141634,0,200000,0.7082,3,5-10%,11893.573515999999
0.083974,0,2364,-2,200000,0.0118,3,5-10%,198.514536
0.08404,1,5610,-1,340000,0.0165,3,5-10%,471.4644
0.084087,0,258070,0,400000,0.6452,3,5-10%,21700.33209
0.084111,0,60101,0,110000,0.5464,3,5-10%,5055.155211
0.084178,0,4890,-1,200000,0.0244,3,5-10%,411.63042
0.084311,0,31011,0,70000,0.443,3,5-10%,2614.568421
0.084387,0,6829,-2,150000,0.0455,3,5-10%,576.278823
0.084392,0,6905,-2,200000,0.0345,3,5-10%,582.72676
0.084449,0,209263,0,250000,0.8371,3,5-10%,17672.051087
0.084467,0,28397,-1,370000,0.0767,3,5-10%,2398.609399
0.084485,0,136556,0,220000,0.6207,3,5-10%,11536.93366
0.084505,0,96515,0,160000,0.6032,3,5-10%,8156.000075
0.084507,0,83683,0,90000,0.9298,3,5-10%,7071.799281
0.084517,0,9526,0,270000,0.0353,3,5-10%,805.108942
0.08458,0,4750,0,220000,0.0216,3,5-10%,401.755
0.084597,0,2039,-2,270000,0.0076,3,5-10%,172.49328300000002
0.084835,0,18392,0,240000,0.0766,3,5-10%,1560.28532
0.08494,0,7961,-1,80000,0.0995,3,5-10%,676.20734
0.08495,0,11181,0,90000,0.1242,3,5-10%,949.8259499999999
0.084951,0,140133,0,150000,0.9342,3,5-10%,11904.438483
0.085124,0,10048,0,110000,0.0913,3,5-10%,855.325952
0.085158,0,9099,-2,200000,0.0455,3,5-10%,774.852642
0.085243,0,21507,0,300000,0.0717,3,5-10%,1833.321201
0.085247,0,31037,0,220000,0.1411,3,5-10%,2645.811139
0.085273,0,27888,0,50000,0.5578,3,5-10%,2378.093424
0.085273,0,67519,0,120000,0.5627,3,5-10%,5757.547687
0.085274,0,2170,-1,80000,0.0271,3,5-10%,185.04458
0.085329,0,6000,-2,260000,0.0231,3,5-10%,511.974
0.085332,0,212323,0,300000,0.7077,3,5-10%,18117.946236
0.085345,0,0,-2,290000,-0.0001,3,5-10%,0.0
0.085426,0,2381,-1,180000,0.0132,3,5-10%,203.399306
0.085441,0,83074,0,170000,0.4887,3,5-10%,7097.925634
0.085451,0,72462,0,140000,0.5176,3,5-10%,6191.950362
0.08548,0,197204,0,210000,0.9391,3,5-10%,16856.99792
0.085522,0,12590,0,500000,0.0252,3,5-10%,1076.72198
0.085613,0,58323,0,80000,0.729,3,5-10%,4993.206999
0.085614,0,3082,-1,70000,0.044,3,5-10%,263.862348
0.085656,0,49350,0,80000,0.6169,3,5-10%,4227.1236
0.085698,0,186969,0,240000,0.779,3,5-10%,16022.869362
0.085715,0,7806,0,240000,0.0325,3,5-10%,669.09129
0.085757,0,5041,-2,360000,0.014,3,5-10%,432.301037
0.085773,0,5491,-1,210000,0.0261,3,5-10%,470.97954300000004
0.085776,0,61137,0,150000,0.4076,3,5-10%,5244.087312000001
0.085833,0,3436,-1,80000,0.043,3,5-10%,294.922188
0.085879,1,63899,0,80000,0.7987,3,5-10%,5487.582221
0.085893,0,80374,0,110000,0.7307,3,5-10%,6903.563982
0.085923,0,49707,0,100000,0.4971,3,5-10%,4270.974561
0.085927,0,3862,-1,300000,0.0129,3,5-10%,331.850074
0.086129,1,6259,-1,500000,0.0125,3,5-10%,539.081411
0.086131,0,6888,-2,340000,0.0203,3,5-10%,593.270328
0.086143,0,92802,0,150000,0.6187,3,5-10%,7994.242686
0.086155,0,90972,0,120000,0.7581,3,5-10%,7837.69266
0.086216,0,12071,-2,260000,0.0464,3,5-10%,1040.713336
0.086286,0,0,-2,360000,-0.0001,3,5-10%,0.0
0.086286,0,1246,-2,360000,0.0035,3,5-10%,107.512356
0.086299,0,51499,0,110000,0.4682,3,5-10%,4444.312201
0.086346,0,12393,0,80000,0.1549,3,5-10%,1070.085978
0.086378,0,168161,0,210000,0.8008,3,5-10%,14525.410858
0.086436,0,20650,0,280000,0.0738,3,5-10%,1784.9034
0.086534,0,18662,-1,210000,0.0889,3,5-10%,1614.897508
0.086563,0,5253,-2,150000,0.035,3,5-10%,454.715439
0.086675,0,70204,0,100000,0.702,3,5-10%,6084.9317
0.086676,0,60980,0,80000,0.7622,3,5-10%,5285.50248
0.086745,0,1945,-1,200000,0.0097,3,5-10%,168.71902500000002
0.086778,0,7331,-1,200000,0.0367,3,5-10%,636.1695179999999
0.086788,0,162051,0,190000,0.8529,3,5-10%,14064.082188
0.086806,0,4857,-1,150000,0.0324,3,5-10%,421.616742
0.086838,0,0,-2,360000,0.0,3,5-10%,0.0
0.086846,0,5832,0,50000,0.1166,3,5-10%,506.48587200000003
0.086852,0,83176,0,90000,0.9242,3,5-10%,7224.001952
0.086872,0,43507,0,180000,0.2417,3,5-10%,3779.540104
0.086882,0,2789,-2,230000,0.0121,3,5-10%,242.313898
0.086888,0,204191,0,210000,0.9723,3,5-10%,17741.747608
0.086909,0,30382,1,50000,0.6076,3,5-10%,2640.469238
0.086914,0,63558,0,80000,0.7945,3,5-10%,5524.080012
0.086918,0,304922,0,330000,0.924,3,5-10%,26503.210396
0.086995,0,59223,-2,80000,0.7403,3,5-10%,5152.104885
0.087049,0,94657,0,100000,0.9466,3,5-10%,8239.797193
0.087094,0,22854,0,50000,0.4571,3,5-10%,1990.4462760000001
0.087123,0,8872,-1,330000,0.0269,3,5-10%,772.9552560000001
0.087128,0,9796,0,180000,0.0544,3,5-10%,853.505888
0.08713,1,1689,-2,470000,0.0036,3,5-10%,147.16257
0.087155,1,15000,0,90000,0.1667,3,5-10%,1307.325
0.087196,1,6456,-1,30000,0.2152,3,5-10%,562.937376
0.087206,0,51864,0,90000,0.5763,3,5-10%,4522.851984
0.087213,0,7448,0,150000,0.0497,3,5-10%,649.562424
0.087224,0,38324,0,360000,0.1065,3,5-10%,3342.772576
0.087228,0,128278,0,150000,0.8552,3,5-10%,11189.433384
0.087258,0,1413,-1,300000,0.0047,3,5-10%,123.29555400000001
0.087349,0,92174,0,130000,0.709,3,5-10%,8051.306726
0.087381,0,69767,0,80000,0.8721,3,5-10%,6096.310227
0.087398,1,90599,0,110000,0.8236,3,5-10%,7918.171402
0.08744,0,62300,0,100000,0.623,3,5-10%,5447.512000000001
0.087468,0,2200,-2,250000,0.0088,3,5-10%,192.42960000000002
0.087497,0,44855,-1,340000,0.1319,3,5-10%,3924.677935
0.087517,0,78562,0,80000,0.982,3,5-10%,6875.5105539999995
0.087552,1,175353,0,200000,0.8768,3,5-10%,15352.505856000002
0.087603,0,38487,0,50000,0.7697,3,5-10%,3371.576661
0.087716,0,6618,0,200000,0.0331,3,5-10%,580.504488
0.087723,0,234447,0,330000,0.7104,3,5-10%,20566.394181
0.087763,0,1891,-2,260000,0.0073,3,5-10%,165.95983299999997
0.087777,0,146661,0,150000,0.9777,3,5-10%,12873.462597
0.087813,1,6135,-2,420000,0.0146,3,5-10%,538.732755
0.087824,0,1815,-1,310000,0.0059,3,5-10%,159.40056
0.087874,0,98221,0,140000,0.7016,3,5-10%,8631.072154
0.087887,0,33058,0,80000,0.4132,3,5-10%,2905.3684460000004
0.087901,0,51533,0,80000,0.6442,3,5-10%,4529.802233
0.087926,0,4520,-1,200000,0.0226,3,5-10%,397.42552
0.087933,0,177633,0,180000,0.9868,3,5-10%,15619.802588999999
0.088012,0,12272,0,150000,0.0818,3,5-10%,1080.083264
0.088027,0,171768,0,180000,0.9543,3,5-10%,15120.221736
0.088165,0,113125,0,180000,0.6285,3,5-10%,9973.665625
0.088187,0,250475,0,340000,0.7367,3,5-10%,22088.638825
0.088202,0,203135,0,230000,0.8832,3,5-10%,17916.91327
0.088232,0,22579,0,270000,0.0836,3,5-10%,1992.1903280000001
0.088283,0,40612,0,80000,0.5077,3,5-10%,3585.349196
0.088314,0,85822,0,90000,0.9536,3,5-10%,7579.284108000001
0.088318,0,132070,0,140000,0.9434,3,5-10%,11664.158259999998
0.088357,0,164824,0,170000,0.9696,3,5-10%,14563.354168000002
0.08836,0,151963,0,160000,0.9498,3,5-10%,13427.45068
0.088415,0,16731,-1,360000,0.0465,3,5-10%,1479.2713649999998
0.088428,0,19438,0,50000,0.3888,3,5-10%,1718.863464
0.088442,0,17621,0,90000,0.1958,3,5-10%,1558.436482
0.088564,0,106396,0,150000,0.7093,3,5-10%,9422.855344
0.088588,0,5419,-2,230000,0.0236,3,5-10%,480.058372
0.088638,0,42325,0,200000,0.2116,3,5-10%,3751.60335
0.08865,0,44999,0,80000,0.5625,3,5-10%,3989.1613500000003
0.088742,0,9255,0,130000,0.0712,3,5-10%,821.30721
0.088786,0,570,-2,390000,0.0015,3,5-10%,50.60802
0.088993,1,61454,0,80000,0.7682,3,5-10%,5468.975822
0.089039,0,127544,0,130000,0.9811,3,5-10%,11356.390216
0.089047,0,37242,0,80000,0.4655,3,5-10%,3316.288374
0.089062,0,24591,0,120000,0.2049,3,5-10%,2190.123642
0.089147,0,7545,-1,280000,0.0269,3,5-10%,672.6141150000001
0.089193,1,11058,0,40000,0.2764,3,5-10%,986.2961939999999
0.089245,0,134168,0,180000,0.7454,3,5-10%,11973.82316
0.089291,0,16996,0,180000,0.0944,3,5-10%,1517.5898359999999
0.089293,0,5195,0,50000,0.1039,3,5-10%,463.877135
0.089339,0,92766,0,150000,0.6184,3,5-10%,8287.621674
0.089431,0,102358,0,160000,0.6397,3,5-10%,9153.978298
0.089498,0,2976,-1,440000,0.0068,3,5-10%,266.346048
0.089505,0,58592,0,80000,0.7324,3,5-10%,5244.27696
0.089579,0,35401,0,80000,0.4425,3,5-10%,3171.1861790000003
0.089743,1,112022,0,160000,0.7001,3,5-10%,10053.190346000001
0.089779,0,98006,0,110000,0.891,3,5-10%,8798.880674
0.089885,0,39839,0,80000,0.498,3,5-10%,3580.928515
0.089886,0,2184,-2,330000,0.0066,3,5-10%,196.31102399999997
0.089892,1,24782,-1,90000,0.2754,3,5-10%,2227.703544
0.090088,0,40019,0,50000,0.8004,3,5-10%,3605.231672
0.090119,0,113368,0,150000,0.7558,3,5-10%,10216.610792000001
0.090134,0,25083,0,30000,0.8361,3,5-10%,2260.831122
0.090266,0,83050,0,110000,0.755,3,5-10%,7496.5913
0.09027,0,13302,0,500000,0.0266,3,5-10%,1200.77154
0.090301,0,49782,0,110000,0.4526,3,5-10%,4495.364382000001
0.090331,0,46222,0,70000,0.6603,3,5-10%,4175.279482
0.090343,0,3961,-2,450000,0.0088,3,5-10%,357.84862300000003
0.090415,0,21854,1,210000,0.1041,3,5-10%,1975.92941
0.090457,0,8406,0,50000,0.1681,3,5-10%,760.381542
0.090481,0,79642,0,90000,0.8849,3,5-10%,7206.087802000001
0.090516,0,31142,0,60000,0.519,3,5-10%,2818.849272
0.090517,0,10815,-1,450000,0.024,3,5-10%,978.941355
0.090565,0,25339,0,130000,0.1949,3,5-10%,2294.826535
0.090584,0,3808,-1,20000,0.1904,3,5-10%,344.943872
0.090597,1,456,-2,150000,0.003,3,5-10%,41.312232
0.090615,0,4400,-2,260000,0.0169,3,5-10%,398.706
0.090651,0,20995,0,50000,0.4199,3,5-10%,1903.217745
0.090813,0,11399,-1,200000,0.057,3,5-10%,1035.177387
0.090889,0,1799,-2,280000,0.0064,3,5-10%,163.509311
0.090998,0,18239,0,30000,0.608,3,5-10%,1659.7125219999998
0.091035,0,159351,0,220000,0.7243,3,5-10%,14506.518285
0.091055,0,187070,0,510000,0.3668,3,5-10%,17033.65885
0.091113,0,24640,0,240000,0.1027,3,5-10%,2245.02432
0.091138,0,14500,0,50000,0.29,3,5-10%,1321.501
0.091198,0,204144,0,220000,0.9279,3,5-10%,18617.524512
0.091271,0,13067,-1,180000,0.0726,3,5-10%,1192.638157
0.091282,0,673,-2,430000,0.0016,3,5-10%,61.432786
0.091293,0,73472,0,110000,0.6679,3,5-10%,6707.4792959999995
0.091331,0,7565,0,100000,0.0756,3,5-10%,690.919015
0.091365,0,63594,0,110000,0.5781,3,5-10%,5810.26581
0.091465,0,5344,-1,360000,0.0148,3,5-10%,488.78896000000003
0.09154,0,63820,0,70000,0.9117,3,5-10%,5842.0828
0.09155,0,65800,0,110000,0.5982,3,5-10%,6023.990000000001
0.091573,0,53584,0,60000,0.8931,3,5-10%,4906.847632
0.091646,0,16812,0,120000,0.1401,3,5-10%,1540.7525520000002
0.091658,0,947,-1,360000,0.0026,3,5-10%,86.800126
0.091717,0,100904,0,120000,0.8409,3,5-10%,9254.612168000001
0.091749,0,1880,-2,80000,0.0235,3,5-10%,172.48811999999998
0.091753,0,26350,0,60000,0.4392,3,5-10%,2417.69155
0.091801,0,1689,-1,80000,0.0211,3,5-10%,155.051889
0.091815,1,0,1,500000,0.0,3,5-10%,0.0
0.091834,0,28406,0,60000,0.4734,3,5-10%,2608.636604
0.091932,0,15596,-2,200000,0.078,3,5-10%,1433.771472
0.091943,0,119788,0,150000,0.7986,3,5-10%,11013.668083999999
0.091972,0,169531,0,170000,0.9972,3,5-10%,15592.105132
0.092001,0,21489,0,360000,0.0597,3,5-10%,1977.009489
0.092003,0,124082,0,190000,0.6531,3,5-10%,11415.916246
0.092055,0,34580,0,60000,0.5763,3,5-10%,3183.2619
0.092058,0,3925,-1,500000,0.0078,3,5-10%,361.32765
0.092099,0,74012,0,90000,0.8224,3,5-10%,6816.4311880000005
0.092174,0,98944,0,100000,0.9894,3,5-10%,9120.064256000001
0.092214,0,8068,0,140000,0.0576,3,5-10%,743.982552
0.092222,0,225614,0,240000,0.9401,3,5-10%,20806.574308
0.092231,0,104014,0,150000,0.6934,3,5-10%,9593.315234
0.092298,0,9214,0,70000,0.1316,3,5-10%,850.4337720000001
0.092341,0,69866,0,70000,0.9981,3,5-10%,6451.496306
0.092382,0,778,-2,200000,0.0039,3,5-10%,71.87319600000001
0.092451,0,2308,-1,110000,0.021,3,5-10%,213.37690800000001
0.092552,0,19020,0,120000,0.1585,3,5-10%,1760.3390399999998
0.092591,0,332,-2,220000,0.0015,3,5-10%,30.740212000000003
0.092685,0,43979,0,50000,0.8796,3,5-10%,4076.193615
0.092703,0,7100,0,130000,0.0546,3,5-10%,658.1913
0.092722,0,2419,0,320000,0.0076,3,5-10%,224.294518
0.09278,1,14033,-1,300000,0.0468,3,5-10%,1301.98174
0.092796,0,12566,-1,100000,0.1257,3,5-10%,1166.074536
0.092851,0,5883,-1,230000,0.0256,3,5-10%,546.242433
0.092943,0,24822,0,80000,0.3103,3,5-10%,2307.031146
0.093013,1,48264,0,50000,0.9653,3,5-10%,4489.179432
0.093029,0,178911,-1,240000,0.7455,3,5-10%,16643.911419
0.09309,0,133845,0,130000,1.0296,3,5-10%,12459.63105
0.093115,1,69760,0,80000,0.872,3,5-10%,6495.7024
0.09313,0,163418,0,160000,1.0214,3,5-10%,15219.11834
0.093224,0,3956,-2,120000,0.033,3,5-10%,368.794144
0.093267,0,182424,0,140000,1.303,3,5-10%,17014.139208
0.093292,0,70540,0,80000,0.8818,3,5-10%,6580.81768
0.093322,0,1041,-1,360000,0.0029,3,5-10%,97.148202
0.093324,0,9585,-1,200000,0.0479,3,5-10%,894.51054
0.093424,0,22504,0,60000,0.3751,3,5-10%,2102.413696
0.093459,0,5742,-1,10000,0.5742,3,5-10%,536.641578
0.093476,0,293481,0,320000,0.9171,3,5-10%,27433.429956
0.093493,0,1863,-2,280000,0.0067,3,5-10%,174.177459
0.093507,0,17895,-1,20000,0.8948,3,5-10%,1673.307765
0.09352,0,74380,0,80000,0.9298,3,5-10%,6956.0176
0.093613,0,45124,0,100000,0.4512,3,5-10%,4224.193012
0.093723,0,5879,-1,200000,0.0294,3,5-10%,550.997517
0.093812,0,23379,0,90000,0.2598,3,5-10%,2193.230748
0.093831,0,117705,0,270000,0.4359,3,5-10%,11044.377855
0.09388,0,12570,0,50000,0.2514,3,5-10%,1180.0716
0.093891,0,23970,0,130000,0.1844,3,5-10%,2250.56727
0.093906,0,102087,0,130000,0.7853,3,5-10%,9586.581822
0.093969,0,105836,0,200000,0.5292,3,5-10%,9945.303084
0.094121,0,0,1,170000,-0.006,3,5-10%,0.0
0.094139,1,87478,0,100000,0.8748,3,5-10%,8235.091442
0.094178,0,3783,0,180000,0.021,3,5-10%,356.275374
0.094201,0,715,-1,180000,0.004,3,5-10%,67.353715
0.09424,0,116314,0,120000,0.9693,4,5-10%,10961.43136
0.094343,0,24203,0,50000,0.4841,4,5-10%,2283.383629
0.094347,0,2479,-1,280000,0.0089,4,5-10%,233.886213
0.094387,0,16060,-2,160000,0.1004,4,5-10%,1515.85522
0.09441,0,352730,0,400000,0.8818,4,5-10%,33301.2393
0.094422,0,12263,-1,270000,0.0454,4,5-10%,1157.896986
0.09443,0,0,-2,320000,0.0,4,5-10%,0.0
0.094432,0,17962,0,20000,0.8981,4,5-10%,1696.187584
0.094599,0,198,-2,280000,0.0007,4,5-10%,18.730602
0.0946,0,19188,0,80000,0.2398,4,5-10%,1815.1848
0.094665,0,54357,0,180000,0.302,4,5-10%,5145.705405
0.094672,0,6571,-2,310000,0.0212,4,5-10%,622.0897120000001
0.094758,0,173922,0,170000,1.0231,4,5-10%,16480.500876
0.094784,0,92806,0,110000,0.8437,4,5-10%,8796.523904
0.094795,0,55788,1,200000,0.2789,4,5-10%,5288.42346
0.094813,1,497106,0,630000,0.7891,4,5-10%,47132.111178
0.094816,0,4453,-1,180000,0.0247,4,5-10%,422.215648
0.094864,0,384150,0,480000,0.8003,4,5-10%,36442.005600000004
0.094931,0,0,-2,330000,0.0,4,5-10%,0.0
0.095038,0,76306,0,80000,0.9538,4,5-10%,7251.969628
0.095065,0,4031,-1,500000,0.0081,4,5-10%,383.207015
0.095073,0,9417,0,30000,0.3139,4,5-10%,895.302441
0.095112,0,28428,0,100000,0.2843,4,5-10%,2703.843936
0.095115,0,16891,-2,180000,0.0938,4,5-10%,1606.587465
0.095134,1,3388,-2,200000,0.0169,4,5-10%,322.313992
0.095153,0,27320,0,50000,0.5464,4,5-10%,2599.57996
0.095183,0,135320,0,160000,0.8458,4,5-10%,12880.16356
0.095183,0,137254,0,140000,0.9804,4,5-10%,13064.247482
0.095189,0,4696,0,540000,0.0087,4,5-10%,447.007544
0.095215,0,25806,0,210000,0.1229,4,5-10%,2457.11829
0.095243,1,0,1,110000,-0.0009,4,5-10%,0.0
0.09527,0,95326,0,100000,0.9533,4,5-10%,9081.70802
0.095362,0,746814,0,730000,1.023,4,5-10%,71217.676668
0.095378,0,63455,0,70000,0.9065,4,5-10%,6052.2109900000005
0.095424,0,21641,0,100000,0.2164,4,5-10%,2065.070784
0.095435,0,3890,-1,300000,0.013,4,5-10%,371.24215000000004
0.095473,0,0,1,240000,-0.0093,4,5-10%,0.0
0.095491,0,111907,0,160000,0.6994,4,5-10%,10686.111337
0.095514,0,10668,-1,480000,0.0222,4,5-10%,1018.943352
0.095525,0,1821,-2,260000,0.007,4,5-10%,173.951025
0.095529,0,51630,0,80000,0.6454,4,5-10%,4932.16227
0.095589,0,238739,0,310000,0.7701,4,5-10%,22820.822270999997
0.095609,0,82609,0,100000,0.8261,4,5-10%,7898.163881
0.095647,1,960,-1,160000,0.006,4,5-10%,91.82112
0.095724,0,30425,0,190000,0.1601,4,5-10%,2912.4027
0.095757,0,16090,0,50000,0.3218,4,5-10%,1540.73013
0.095777,0,269,-1,280000,0.001,4,5-10%,25.764013
0.095784,0,29875,0,50000,0.5975,4,5-10%,2861.547
0.095827,0,26666,0,50000,0.5333,4,5-10%,2555.3227819999997
0.095926,0,88143,0,120000,0.7345,4,5-10%,8455.205418
0.096009,0,141530,0,140000,1.0109,4,5-10%,13588.153769999999
0.096044,0,7625,-2,220000,0.0347,4,5-10%,732.3355
0.096056,0,94586,0,140000,0.6756,4,5-10%,9085.552816
